agency_cd	site_no	datetime	148640_00060_00003	148640_00060_00003_cd	148641_00065_00003	148641_00065_00003_cd
USGS	12080010	1999-04-13	433	A	25.66	A
USGS	12080010	1999-04-14	424	A	25.64	A
USGS	12080010	1999-04-15	420	A	25.63	A
USGS	12080010	1999-04-16	411	A	25.62	A
USGS	12080010	1999-04-17	426	A	25.64	A
USGS	12080010	1999-04-18	455	A	25.70	A
USGS	12080010	1999-04-19	465	A	25.72	A
USGS	12080010	1999-04-20	458	A	25.71	A
USGS	12080010	1999-04-21	449	A	25.69	A
USGS	12080010	1999-04-22	427	A	25.65	A
USGS	12080010	1999-04-23	398	A	25.59	A
USGS	12080010	1999-04-24	388	A	25.56	A
USGS	12080010	1999-04-25	405	A	25.60	A
USGS	12080010	1999-04-26	426	A	25.65	A
USGS	12080010	1999-04-27	437	A	25.66	A
USGS	12080010	1999-04-28	401	A	25.59	A
USGS	12080010	1999-04-29	367	A	25.52	A
USGS	12080010	1999-04-30	350	A	25.48	A
USGS	12080010	1999-05-01	355	A	25.49	A
USGS	12080010	1999-05-02	407	A	25.61	A
USGS	12080010	1999-05-03	462	A	25.72	A
USGS	12080010	1999-05-04	487	A	25.77	A
USGS	12080010	1999-05-05	478	A	25.75	A
USGS	12080010	1999-05-06	450	A	25.69	A
USGS	12080010	1999-05-07	509	A	25.81	A
USGS	12080010	1999-05-08	543	A	25.88	A
USGS	12080010	1999-05-09	512	A	25.82	A
USGS	12080010	1999-05-10	478	A	25.75	A
USGS	12080010	1999-05-11	449	A	25.69	A
USGS	12080010	1999-05-12	425	A	25.64	A
USGS	12080010	1999-05-13	411	A	25.62	A
USGS	12080010	1999-05-14	401	A	25.59	A
USGS	12080010	1999-05-15	388	A	25.56	A
USGS	12080010	1999-05-16	367	A	25.52	A
USGS	12080010	1999-05-17	378	A	25.54	A
USGS	12080010	1999-05-18	460	A	25.71	A
USGS	12080010	1999-05-19	573	A	25.93	A
USGS	12080010	1999-05-20	503	A	25.80	A
USGS	12080010	1999-05-21	445	A	25.68	A
USGS	12080010	1999-05-22	398	A	25.59	A
USGS	12080010	1999-05-23	375	A	25.54	A
USGS	12080010	1999-05-24	391	A	25.57	A
USGS	12080010	1999-05-25	405	A	25.60	A
USGS	12080010	1999-05-26	378	A	25.54	A
USGS	12080010	1999-05-27	348	A	25.47	A
USGS	12080010	1999-05-28	331	A	25.43	A
USGS	12080010	1999-05-29	319	A	25.40	A
USGS	12080010	1999-05-30	300	A	25.36	A
USGS	12080010	1999-05-31	290	A	25.34	A
USGS	12080010	1999-06-01	290	A	25.34	A
USGS	12080010	1999-06-02	286	A	25.33	A
USGS	12080010	1999-06-03	271	A	25.29	A
USGS	12080010	1999-06-04	260	A	25.26	A
USGS	12080010	1999-06-05	262	A	25.27	A
USGS	12080010	1999-06-06	274	A	25.30	A
USGS	12080010	1999-06-07	282	A	25.32	A
USGS	12080010	1999-06-08	270	A	25.29	A
USGS	12080010	1999-06-09	244	A	25.22	A
USGS	12080010	1999-06-10	238	A	25.20	A
USGS	12080010	1999-06-11	232	A	25.18	A
USGS	12080010	1999-06-12	227	A	25.16	A
USGS	12080010	1999-06-13	225	A	25.15	A
USGS	12080010	1999-06-14	219	A	25.14	A
USGS	12080010	1999-06-15	211	A	25.12	A
USGS	12080010	1999-06-16	212	A	25.12	A
USGS	12080010	1999-06-17	205	A	25.10	A
USGS	12080010	1999-06-18	202	A	25.08	A
USGS	12080010	1999-06-19	199	A	25.07	A
USGS	12080010	1999-06-20	197	A	25.06	A
USGS	12080010	1999-06-21	201	A	25.08	A
USGS	12080010	1999-06-22	205	A	25.09	A
USGS	12080010	1999-06-23	198	A	25.07	A
USGS	12080010	1999-06-24	228	A	25.17	A
USGS	12080010	1999-06-25	234	A	25.19	A
USGS	12080010	1999-06-26	210	A	25.11	A
USGS	12080010	1999-06-27	202	A	25.08	A
USGS	12080010	1999-06-28	198	A	25.07	A
USGS	12080010	1999-06-29	195	A	25.06	A
USGS	12080010	1999-06-30	192	A	25.05	A
USGS	12080010	1999-07-01	189	A	25.04	A
USGS	12080010	1999-07-02	186	A	25.03	A
USGS	12080010	1999-07-03	191	A	25.04	A
USGS	12080010	1999-07-04	196	A	25.06	A
USGS	12080010	1999-07-05	189	A	25.04	A
USGS	12080010	1999-07-06	183	A	25.02	A
USGS	12080010	1999-07-07	181	A	25.01	A
USGS	12080010	1999-07-08	179	A	25.01	A
USGS	12080010	1999-07-09	177	A	25.00	A
USGS	12080010	1999-07-10	173	A	24.98	A
USGS	12080010	1999-07-11	169	A	24.97	A
USGS	12080010	1999-07-12	164	A	24.95	A
USGS	12080010	1999-07-13	161	A	24.94	A
USGS	12080010	1999-07-14	161	A	24.94	A
USGS	12080010	1999-07-15	160	A	24.94	A
USGS	12080010	1999-07-16	160	A	24.94	A
USGS	12080010	1999-07-17	168	A	24.96	A
USGS	12080010	1999-07-18	174	A	24.99	A
USGS	12080010	1999-07-19	171	A	24.97	A
USGS	12080010	1999-07-20	164	A	24.95	A
USGS	12080010	1999-07-21	154	A	24.91	A
USGS	12080010	1999-07-22	154	A	24.91	A
USGS	12080010	1999-07-23	151	A	24.90	A
USGS	12080010	1999-07-24	147	A	24.88	A
USGS	12080010	1999-07-25	147	A	24.88	A
USGS	12080010	1999-07-26	146	A	24.88	A
USGS	12080010	1999-07-27	144	A	24.87	A
USGS	12080010	1999-07-28	143	A	24.87	A
USGS	12080010	1999-07-29	140	A	24.86	A
USGS	12080010	1999-07-30	138	A	24.85	A
USGS	12080010	1999-07-31	138	A	24.85	A
USGS	12080010	1999-08-01	137	A	24.85	A
USGS	12080010	1999-08-02	137	A	24.85	A
USGS	12080010	1999-08-03	134	A	24.84	A
USGS	12080010	1999-08-04	133	A	24.84	A
USGS	12080010	1999-08-05	139	A	24.86	A
USGS	12080010	1999-08-06	138	A	24.85	A
USGS	12080010	1999-08-07	143	A	24.87	A
USGS	12080010	1999-08-08	140	A	24.86	A
USGS	12080010	1999-08-09	136	A	24.85	A
USGS	12080010	1999-08-10	132	A	24.83	A
USGS	12080010	1999-08-11	135	A	24.84	A
USGS	12080010	1999-08-12	135	A	24.84	A
USGS	12080010	1999-08-13	139	A	24.85	A
USGS	12080010	1999-08-14	142	A	24.86	A
USGS	12080010	1999-08-15	140	A	24.86	A
USGS	12080010	1999-08-16	138	A	24.85	A
USGS	12080010	1999-08-17	135	A	24.84	A
USGS	12080010	1999-08-18	131	A	24.83	A
USGS	12080010	1999-08-19	129	A	24.82	A
USGS	12080010	1999-08-20	130	A	24.82	A
USGS	12080010	1999-08-21	129	A	24.81	A
USGS	12080010	1999-08-22	128	A	24.81	A
USGS	12080010	1999-08-23	126	A	24.80	A
USGS	12080010	1999-08-24	123	A	24.79	A
USGS	12080010	1999-08-25	123	A	24.79	A
USGS	12080010	1999-08-26	122	A	24.78	A
USGS	12080010	1999-08-27	127	A	24.81	A
USGS	12080010	1999-08-28	129	A	24.82	A
USGS	12080010	1999-08-29	129	A	24.81	A
USGS	12080010	1999-08-30	129	A	24.81	A
USGS	12080010	1999-08-31	130	A	24.82	A
USGS	12080010	1999-09-01	131	A	24.83	A
USGS	12080010	1999-09-02	130	A	24.82	A
USGS	12080010	1999-09-03	116	A	24.76	A
USGS	12080010	1999-09-04	99.0	A	24.69	A
USGS	12080010	1999-09-05	99.0	A	24.69	A
USGS	12080010	1999-09-06	105	A	24.71	A
USGS	12080010	1999-09-07	106	A	24.72	A
USGS	12080010	1999-09-08	101	A	24.70	A
USGS	12080010	1999-09-09	100	A	24.69	A
USGS	12080010	1999-09-10	99.0	A	24.69	A
USGS	12080010	1999-09-11	97.0	A	24.68	A
USGS	12080010	1999-09-12	96.0	A	24.67	A
USGS	12080010	1999-09-13	94.0	A	24.67	A
USGS	12080010	1999-09-14	94.0	A	24.66	A
USGS	12080010	1999-09-15	93.0	A	24.66	A
USGS	12080010	1999-09-16	93.0	A	24.66	A
USGS	12080010	1999-09-17	94.0	A	24.67	A
USGS	12080010	1999-09-18	93.0	A	24.66	A
USGS	12080010	1999-09-19	93.0	A	24.66	A
USGS	12080010	1999-09-20	92.0	A	24.66	A
USGS	12080010	1999-09-21	89.0	A	24.64	A
USGS	12080010	1999-09-22	89.0	A	24.64	A
USGS	12080010	1999-09-23	88.0	A	24.64	A
USGS	12080010	1999-09-24	88.0	A	24.64	A
USGS	12080010	1999-09-25	91.0	A	24.65	A
USGS	12080010	1999-09-26	93.0	A	24.66	A
USGS	12080010	1999-09-27	95.0	A	24.67	A
USGS	12080010	1999-09-28	93.0	A	24.66	A
USGS	12080010	1999-09-29	93.0	A	24.66	A
USGS	12080010	1999-09-30	92.0	A	24.66	A
USGS	12080010	1999-10-01	92.0	A	24.66	A
USGS	12080010	1999-10-02	93.0	A	24.66	A
USGS	12080010	1999-10-03	92.0	A	24.66	A
USGS	12080010	1999-10-04	91.0	A	24.65	A
USGS	12080010	1999-10-05	90.0	A	24.65	A
USGS	12080010	1999-10-06	91.0	A	24.66	A
USGS	12080010	1999-10-07	105	A	24.70	A
USGS	12080010	1999-10-08	124	A	24.76	A
USGS	12080010	1999-10-09	121	A	24.75	A
USGS	12080010	1999-10-10	126	A	24.77	A
USGS	12080010	1999-10-11	114	A	24.71	A
USGS	12080010	1999-10-12	110	A	24.70	A
USGS	12080010	1999-10-13	109	A	24.69	A
USGS	12080010	1999-10-14	107	A	24.68	A
USGS	12080010	1999-10-15	104	A	24.67	A
USGS	12080010	1999-10-16	103	A	24.66	A
USGS	12080010	1999-10-17	102	A	24.66	A
USGS	12080010	1999-10-18	102	A	24.66	A
USGS	12080010	1999-10-19	101	A	24.65	A
USGS	12080010	1999-10-20	101	A	24.65	A
USGS	12080010	1999-10-21	100	A	24.65	A
USGS	12080010	1999-10-22	100	A	24.65	A
USGS	12080010	1999-10-23	100	A	24.64	A
USGS	12080010	1999-10-24	100	A	24.65	A
USGS	12080010	1999-10-25	104	A	24.67	A
USGS	12080010	1999-10-26	104	A	24.67	A
USGS	12080010	1999-10-27	116	A	24.72	A
USGS	12080010	1999-10-28	134	A	24.80	A
USGS	12080010	1999-10-29	276	A	25.27	A
USGS	12080010	1999-10-30	218	A	25.13	A
USGS	12080010	1999-10-31	193	A	25.04	A
USGS	12080010	1999-11-01	223	A	25.14	A
USGS	12080010	1999-11-02	194	A	25.04	A
USGS	12080010	1999-11-03	185	A	25.01	A
USGS	12080010	1999-11-04	153	A	24.88	A
USGS	12080010	1999-11-05	148	A	24.86	A
USGS	12080010	1999-11-06	164	A	24.92	A
USGS	12080010	1999-11-07	256	A	25.25	A
USGS	12080010	1999-11-08	211	A	25.10	A
USGS	12080010	1999-11-09	200	A	25.07	A
USGS	12080010	1999-11-10	954	A	26.48	A
USGS	12080010	1999-11-11	959	A	26.57	A
USGS	12080010	1999-11-12	2010	A	27.87	A
USGS	12080010	1999-11-13	3290	A	29.21	A
USGS	12080010	1999-11-14	1590	A	27.42	A
USGS	12080010	1999-11-15	817	A	26.40	A
USGS	12080010	1999-11-16	543	A	25.95	A
USGS	12080010	1999-11-17	530	A	25.92	A
USGS	12080010	1999-11-18	492	A	25.85	A
USGS	12080010	1999-11-19	403	A	25.68	A
USGS	12080010	1999-11-20	782	A	26.31	A
USGS	12080010	1999-11-21	993	A	26.67	A
USGS	12080010	1999-11-22	760	A	26.32	A
USGS	12080010	1999-11-23	580	A	26.01	A
USGS	12080010	1999-11-24	525	A	25.92	A
USGS	12080010	1999-11-25	1880	A	27.74	A
USGS	12080010	1999-11-26	3680	A	29.57	A
USGS	12080010	1999-11-27	2230	A	28.14	A
USGS	12080010	1999-11-28	1200	A	26.94	A
USGS	12080010	1999-11-29	858	A	26.47	A
USGS	12080010	1999-11-30	825	A	26.42	A
USGS	12080010	1999-12-01	805	A	26.39	A
USGS	12080010	1999-12-02	1070	A	26.76	A
USGS	12080010	1999-12-03	1260	A	27.03	A
USGS	12080010	1999-12-04	877	A	26.50	A
USGS	12080010	1999-12-05	728	A	26.27	A
USGS	12080010	1999-12-06	744	A	26.29	A
USGS	12080010	1999-12-07	1020	A	26.71	A
USGS	12080010	1999-12-08	846	A	26.45	A
USGS	12080010	1999-12-09	835	A	26.43	A
USGS	12080010	1999-12-10	908	A	26.54	A
USGS	12080010	1999-12-11	783	A	26.35	A
USGS	12080010	1999-12-12	937	A	26.58	A
USGS	12080010	1999-12-13	1640	A	27.49	A
USGS	12080010	1999-12-14	1400	A	27.20	A
USGS	12080010	1999-12-15	1960	A	27.85	A
USGS	12080010	1999-12-16	3620	A	29.52	A
USGS	12080010	1999-12-17	2360	A	28.30	A
USGS	12080010	1999-12-18	2210	A	28.14	A
USGS	12080010	1999-12-19	1800	A	27.68	A
USGS	12080010	1999-12-20	1270	A	27.04	A
USGS	12080010	1999-12-21	967	A	26.63	A
USGS	12080010	1999-12-22	785	A	26.36	A
USGS	12080010	1999-12-23	669	A	26.17	A
USGS	12080010	1999-12-24	588	A	26.03	A
USGS	12080010	1999-12-25	527	A	25.92	A
USGS	12080010	1999-12-26	479	A	25.83	A
USGS	12080010	1999-12-27	436	A	25.74	A
USGS	12080010	1999-12-28	398	A	25.67	A
USGS	12080010	1999-12-29	373	A	25.61	A
USGS	12080010	1999-12-30	352	A	25.57	A
USGS	12080010	1999-12-31	341	A	25.54	A
USGS	12080010	2000-01-01	360	A	25.58	A
USGS	12080010	2000-01-02	388	A	25.65	A
USGS	12080010	2000-01-03	387	A	25.64	A
USGS	12080010	2000-01-04	740	A	26.24	A
USGS	12080010	2000-01-05	1070	A	26.77	A
USGS	12080010	2000-01-06	767	A	26.33	A
USGS	12080010	2000-01-07	612	A	26.07	A
USGS	12080010	2000-01-08	587	A	26.03	A
USGS	12080010	2000-01-09	867	A	26.48	A
USGS	12080010	2000-01-10	1080	A	26.80	A
USGS	12080010	2000-01-11	934	A	26.58	A
USGS	12080010	2000-01-12	796	A	26.38	A
USGS	12080010	2000-01-13	714	A	26.25	A
USGS	12080010	2000-01-14	740	A	26.29	A
USGS	12080010	2000-01-15	998	A	26.67	A
USGS	12080010	2000-01-16	934	A	26.58	A
USGS	12080010	2000-01-17	968	A	26.63	A
USGS	12080010	2000-01-18	822	A	26.42	A
USGS	12080010	2000-01-19	693	A	26.21	A
USGS	12080010	2000-01-20	638	A	26.12	A
USGS	12080010	2000-01-21	642	A	26.12	A
USGS	12080010	2000-01-22	739	A	26.28	A
USGS	12080010	2000-01-23	659	A	26.15	A
USGS	12080010	2000-01-24	581	A	26.02	A
USGS	12080010	2000-01-25	529	A	25.92	A
USGS	12080010	2000-01-26	515	A	25.89	A
USGS	12080010	2000-01-27	480	A	25.83	A
USGS	12080010	2000-01-28	446	A	25.76	A
USGS	12080010	2000-01-29	418	A	25.71	A
USGS	12080010	2000-01-30	393	A	25.66	A
USGS	12080010	2000-01-31	390	A	25.65	A
USGS	12080010	2000-02-01	791	A	26.32	A
USGS	12080010	2000-02-02	1880	A	27.77	A
USGS	12080010	2000-02-03	1250	A	27.01	A
USGS	12080010	2000-02-04	897	A	26.53	A
USGS	12080010	2000-02-05	717	A	26.25	A
USGS	12080010	2000-02-06	617	A	26.08	A
USGS	12080010	2000-02-07	568	A	25.99	A
USGS	12080010	2000-02-08	682	A	26.19	A
USGS	12080010	2000-02-09	1300	A	27.08	A
USGS	12080010	2000-02-10	997	A	26.67	A
USGS	12080010	2000-02-11	769	A	26.33	A
USGS	12080010	2000-02-12	647	A	26.13	A
USGS	12080010	2000-02-13	583	A	26.02	A
USGS	12080010	2000-02-14	554	A	25.97	A
USGS	12080010	2000-02-15	580	A	26.02	A
USGS	12080010	2000-02-16	563	A	25.98	A
USGS	12080010	2000-02-17	520	A	25.90	A
USGS	12080010	2000-02-18	475	A	25.82	A
USGS	12080010	2000-02-19	440	A	25.75	A
USGS	12080010	2000-02-20	413	A	25.70	A
USGS	12080010	2000-02-21	401	A	25.67	A
USGS	12080010	2000-02-22	422	A	25.72	A
USGS	12080010	2000-02-23	587	A	26.03	A
USGS	12080010	2000-02-24	557	A	25.97	A
USGS	12080010	2000-02-25	506	A	25.88	A
USGS	12080010	2000-02-26	502	A	25.87	A
USGS	12080010	2000-02-27	584	A	26.02	A
USGS	12080010	2000-02-28	627	A	26.10	A
USGS	12080010	2000-02-29	698	A	26.22	A
USGS	12080010	2000-03-01	941	A	26.59	A
USGS	12080010	2000-03-02	922	A	26.57	A
USGS	12080010	2000-03-03	776	A	26.34	A
USGS	12080010	2000-03-04	911	A	26.55	A
USGS	12080010	2000-03-05	1160	A	26.90	A
USGS	12080010	2000-03-06	931	A	26.58	A
USGS	12080010	2000-03-07	758	A	26.32	A
USGS	12080010	2000-03-08	654	A	26.14	A
USGS	12080010	2000-03-09	597	A	26.05	A
USGS	12080010	2000-03-10	537	A	25.94	A
USGS	12080010	2000-03-11	520	A	25.90	A
USGS	12080010	2000-03-12	508	A	25.88	A
USGS	12080010	2000-03-13	494	A	25.86	A
USGS	12080010	2000-03-14	550	A	25.96	A
USGS	12080010	2000-03-15	575	A	26.01	A
USGS	12080010	2000-03-16	610	A	26.07	A
USGS	12080010	2000-03-17	691	A	26.21	A
USGS	12080010	2000-03-18	719	A	26.25	A
USGS	12080010	2000-03-19	850	A	26.46	A
USGS	12080010	2000-03-20	805	A	26.39	A
USGS	12080010	2000-03-21	684	A	26.19	A
USGS	12080010	2000-03-22	633	A	26.11	A
USGS	12080010	2000-03-23	695	A	26.21	A
USGS	12080010	2000-03-24	657	A	26.15	A
USGS	12080010	2000-03-25	597	A	26.04	A
USGS	12080010	2000-03-26	538	A	25.94	A
USGS	12080010	2000-03-27	500	A	25.87	A
USGS	12080010	2000-03-28	482	A	25.84	A
USGS	12080010	2000-03-29	456	A	25.78	A
USGS	12080010	2000-03-30	424	A	25.72	A
USGS	12080010	2000-03-31	397	A	25.67	A
USGS	12080010	2000-04-01	380	A	25.63	A
USGS	12080010	2000-04-02	369	A	25.60	A
USGS	12080010	2000-04-03	366	A	25.60	A
USGS	12080010	2000-04-04	360	A:e
USGS	12080010	2000-04-05	360	A:e
USGS	12080010	2000-04-06	373	A	25.61	A
USGS	12080010	2000-04-07	384	A	25.64	A
USGS	12080010	2000-04-08	362	A	25.59	A
USGS	12080010	2000-04-09	344	A	25.55	A
USGS	12080010	2000-04-10	319	A	25.49	A
USGS	12080010	2000-04-11	302	A	25.44	A
USGS	12080010	2000-04-12	298	A	25.43	A
USGS	12080010	2000-04-13	309	A	25.46	A
USGS	12080010	2000-04-14	405	A	25.68	A
USGS	12080010	2000-04-15	542	A	25.94	A
USGS	12080010	2000-04-16	641	A	26.12	A
USGS	12080010	2000-04-17	533	A	25.93	A
USGS	12080010	2000-04-18	450	A	25.77	A
USGS	12080010	2000-04-19	397	A	25.66	A
USGS	12080010	2000-04-20	368	A	25.60	A
USGS	12080010	2000-04-21	341	A	25.55	A
USGS	12080010	2000-04-22	340	A	25.54	A
USGS	12080010	2000-04-23	345	A	25.55	A
USGS	12080010	2000-04-24	367	A	25.60	A
USGS	12080010	2000-04-25	361	A	25.58	A
USGS	12080010	2000-04-26	360	A	25.58	A
USGS	12080010	2000-04-27	342	A	25.55	A
USGS	12080010	2000-04-28	337	A	25.54	A
USGS	12080010	2000-04-29	340	A	25.54	A
USGS	12080010	2000-04-30	329	A	25.52	A
USGS	12080010	2000-05-01	316	A	25.48	A
USGS	12080010	2000-05-02	311	A	25.47	A
USGS	12080010	2000-05-03	312	A	25.47	A
USGS	12080010	2000-05-04	335	A	25.53	A
USGS	12080010	2000-05-05	334	A	25.53	A
USGS	12080010	2000-05-06	328	A	25.51	A
USGS	12080010	2000-05-07	312	A	25.47	A
USGS	12080010	2000-05-08	308	A	25.46	A
USGS	12080010	2000-05-09	338	A	25.53	A
USGS	12080010	2000-05-10	468	A	25.80	A
USGS	12080010	2000-05-11	512	A	25.89	A
USGS	12080010	2000-05-12	455	A	25.78	A
USGS	12080010	2000-05-13	405	A	25.68	A
USGS	12080010	2000-05-14	372	A	25.61	A
USGS	12080010	2000-05-15	336	A	25.53	A
USGS	12080010	2000-05-16	312	A	25.47	A
USGS	12080010	2000-05-17	298	A	25.43	A
USGS	12080010	2000-05-18	288	A	25.40	A
USGS	12080010	2000-05-19	292	A	25.41	A
USGS	12080010	2000-05-20	279	A	25.36	A
USGS	12080010	2000-05-21	266	A	25.32	A
USGS	12080010	2000-05-22	261	A	25.30	A
USGS	12080010	2000-05-23	251	A	25.27	A
USGS	12080010	2000-05-24	243	A	25.24	A
USGS	12080010	2000-05-25	235	A	25.21	A
USGS	12080010	2000-05-26	234	A	25.21	A
USGS	12080010	2000-05-27	233	A	25.21	A
USGS	12080010	2000-05-28	231	A	25.20	A
USGS	12080010	2000-05-29	228	A	25.19	A
USGS	12080010	2000-05-30	227	A	25.19	A
USGS	12080010	2000-05-31	227	A	25.19	A
USGS	12080010	2000-06-01	225	A	25.17	A
USGS	12080010	2000-06-02	216	A	25.15	A
USGS	12080010	2000-06-03	210	A	25.12	A
USGS	12080010	2000-06-04	203	A	25.10	A
USGS	12080010	2000-06-05	198	A	25.08	A
USGS	12080010	2000-06-06	204	A	25.10	A
USGS	12080010	2000-06-07	214	A	25.14	A
USGS	12080010	2000-06-08	210	A	25.12	A
USGS	12080010	2000-06-09	206	A	25.11	A
USGS	12080010	2000-06-10	202	A	25.10	A
USGS	12080010	2000-06-11	215	A	25.14	A
USGS	12080010	2000-06-12	301	A	25.40	A
USGS	12080010	2000-06-13	616	A	26.08	A
USGS	12080010	2000-06-14	461	A	25.79	A
USGS	12080010	2000-06-15	357	A	25.58	A
USGS	12080010	2000-06-16	301	A	25.44	A
USGS	12080010	2000-06-17	271	A	25.34	A
USGS	12080010	2000-06-18	248	A	25.26	A
USGS	12080010	2000-06-19	234	A	25.21	A
USGS	12080010	2000-06-20	224	A	25.17	A
USGS	12080010	2000-06-21	213	A	25.13	A
USGS	12080010	2000-06-22	205	A	25.11	A
USGS	12080010	2000-06-23	198	A	25.08	A
USGS	12080010	2000-06-24	192	A	25.05	A
USGS	12080010	2000-06-25	189	A	25.04	A
USGS	12080010	2000-06-26	181	A	25.01	A
USGS	12080010	2000-06-27	176	A	24.99	A
USGS	12080010	2000-06-28	171	A	24.97	A
USGS	12080010	2000-06-29	163	A	24.94	A
USGS	12080010	2000-06-30	156	A	24.91	A
USGS	12080010	2000-07-01	155	A	24.91	A
USGS	12080010	2000-07-02	154	A	24.91	A
USGS	12080010	2000-07-03	153	A	24.90	A
USGS	12080010	2000-07-04	161	A	24.93	A
USGS	12080010	2000-07-05	160	A	24.93	A
USGS	12080010	2000-07-06	151	A	24.89	A
USGS	12080010	2000-07-07	148	A	24.88	A
USGS	12080010	2000-07-08	144	A	24.86	A
USGS	12080010	2000-07-09	143	A	24.85	A
USGS	12080010	2000-07-10	143	A	24.85	A
USGS	12080010	2000-07-11	144	A	24.85	A
USGS	12080010	2000-07-12	139	A	24.83	A
USGS	12080010	2000-07-13	136	A	24.83	A
USGS	12080010	2000-07-14	136	A	24.83	A
USGS	12080010	2000-07-15	136	A	24.82	A
USGS	12080010	2000-07-16	132	A	24.81	A
USGS	12080010	2000-07-17	131	A	24.80	A
USGS	12080010	2000-07-18	128	A	24.79	A
USGS	12080010	2000-07-19	127	A	24.78	A
USGS	12080010	2000-07-20	128	A	24.78	A
USGS	12080010	2000-07-21	124	A	24.77	A
USGS	12080010	2000-07-22	121	A	24.76	A
USGS	12080010	2000-07-23	122	A	24.77	A
USGS	12080010	2000-07-24	124	A	24.77	A
USGS	12080010	2000-07-25	121	A	24.76	A
USGS	12080010	2000-07-26	121	A	24.76	A
USGS	12080010	2000-07-27	120	A	24.75	A
USGS	12080010	2000-07-28	121	A	24.76	A
USGS	12080010	2000-07-29	116	A	24.73	A
USGS	12080010	2000-07-30	115	A	24.73	A
USGS	12080010	2000-07-31	113	A	24.72	A
USGS	12080010	2000-08-01	113	A	24.72	A
USGS	12080010	2000-08-02	112	A	24.71	A
USGS	12080010	2000-08-03	110	A	24.70	A
USGS	12080010	2000-08-04	111	A	24.71	A
USGS	12080010	2000-08-05	111	A	24.70	A
USGS	12080010	2000-08-06	112	A	24.71	A
USGS	12080010	2000-08-07	121	A	24.76	A
USGS	12080010	2000-08-08	116	A	24.73	A
USGS	12080010	2000-08-09	113	A	24.71	A
USGS	12080010	2000-08-10	111	A	24.71	A
USGS	12080010	2000-08-11	111	A	24.71	A
USGS	12080010	2000-08-12	109	A	24.70	A
USGS	12080010	2000-08-13	108	A	24.69	A
USGS	12080010	2000-08-14	106	A	24.69	A
USGS	12080010	2000-08-15	105	A	24.68	A
USGS	12080010	2000-08-16	105	A	24.68	A
USGS	12080010	2000-08-17	106	A	24.68	A
USGS	12080010	2000-08-18	106	A	24.68	A
USGS	12080010	2000-08-19	108	A	24.69	A
USGS	12080010	2000-08-20	111	A	24.71	A
USGS	12080010	2000-08-21	109	A	24.70	A
USGS	12080010	2000-08-22	105	A	24.68	A
USGS	12080010	2000-08-23	104	A	24.68	A
USGS	12080010	2000-08-24	102	A	24.67	A
USGS	12080010	2000-08-25	102	A	24.67	A
USGS	12080010	2000-08-26	103	A	24.67	A
USGS	12080010	2000-08-27	102	A	24.67	A
USGS	12080010	2000-08-28	106	A	24.68	A
USGS	12080010	2000-08-29	111	A	24.70	A
USGS	12080010	2000-08-30	108	A	24.69	A
USGS	12080010	2000-08-31	102	A	24.66	A
USGS	12080010	2000-09-01	102	A	24.66	A
USGS	12080010	2000-09-02	103	A	24.67	A
USGS	12080010	2000-09-03	99.0	A	24.65	A
USGS	12080010	2000-09-04	98.0	A	24.64	A
USGS	12080010	2000-09-05	101	A	24.66	A
USGS	12080010	2000-09-06	100	A	24.65	A
USGS	12080010	2000-09-07	97.0	A	24.64	A
USGS	12080010	2000-09-08	101	A	24.66	A
USGS	12080010	2000-09-09	100	A	24.65	A
USGS	12080010	2000-09-10	104	A	24.68	A
USGS	12080010	2000-09-11	105	A	24.68	A
USGS	12080010	2000-09-12	108	A	24.69	A
USGS	12080010	2000-09-13	100	A	24.65	A
USGS	12080010	2000-09-14	98.0	A	24.64	A
USGS	12080010	2000-09-15	96.0	A	24.64	A
USGS	12080010	2000-09-16	96.0	A	24.63	A
USGS	12080010	2000-09-17	94.0	A	24.63	A
USGS	12080010	2000-09-18	95.0	A	24.63	A
USGS	12080010	2000-09-19	93.0	A	24.62	A
USGS	12080010	2000-09-20	93.0	A	24.62	A
USGS	12080010	2000-09-21	93.0	A	24.62	A
USGS	12080010	2000-09-22	93.0	A	24.62	A
USGS	12080010	2000-09-23	93.0	A	24.61	A
USGS	12080010	2000-09-24	92.0	A	24.61	A
USGS	12080010	2000-09-25	91.0	A	24.60	A
USGS	12080010	2000-09-26	90.0	A	24.60	A
USGS	12080010	2000-09-27	90.0	A	24.60	A
USGS	12080010	2000-09-28	90.0	A	24.60	A
USGS	12080010	2000-09-29	91.0	A	24.60	A
USGS	12080010	2000-09-30	96.0	A	24.63	A
USGS	12080010	2000-10-01	104	A	24.67	A
USGS	12080010	2000-10-02	126	A	24.76	A
USGS	12080010	2000-10-03	111	A	24.70	A
USGS	12080010	2000-10-04	102	A	24.66	A
USGS	12080010	2000-10-05	99.0	A	24.64	A
USGS	12080010	2000-10-06	99.0	A	24.64	A
USGS	12080010	2000-10-07	96.0	A	24.62	A
USGS	12080010	2000-10-08	95.0	A	24.62	A
USGS	12080010	2000-10-09	104	A	24.66	A
USGS	12080010	2000-10-10	106	A	24.67	A
USGS	12080010	2000-10-11	110	A	24.70	A
USGS	12080010	2000-10-12	108	A	24.68	A
USGS	12080010	2000-10-13	103	A	24.66	A
USGS	12080010	2000-10-14	100	A	24.64	A
USGS	12080010	2000-10-15	100	A	24.64	A
